trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
821,True,"{'a': 0, 'e': 0}",30,0,14.340868681382107,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
822,True,"{'a': 0, 'e': 0}",35,0,-4.732307706737705,"{0: 33, 1: 0, 2: 0, 3: 2, 4: 0}",0
823,True,"{'a': 0, 'e': 0}",30,0,2.489307750704599,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
824,True,"{'a': 0, 'e': 0}",20,0,-26.281113552985495,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
825,True,"{'a': 0, 'e': 0}",20,0,-17.716871862267073,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
826,True,"{'a': 0, 'e': 0}",20,0,24.70966563382067,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
827,True,"{'a': 0, 'e': 0}",20,0,23.73481419898157,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
828,True,"{'a': 0, 'e': 0}",25,0,-40.97433371040526,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
829,True,"{'a': 0, 'e': 0}",20,0,-18.365704006594395,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
830,True,"{'a': 0, 'e': 0}",20,0,-36.270367530642154,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
831,True,"{'a': 0, 'e': 0}",25,0,-21.95260355946977,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
832,True,"{'a': 0, 'e': 0}",20,0,-22.732202987198413,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
833,True,"{'a': 0, 'e': 0}",25,0,-44.24659059247215,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
834,True,"{'a': 0, 'e': 0}",20,0,-19.536717245869884,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
835,True,"{'a': 0, 'e': 0}",25,0,-17.253601520606686,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
836,True,"{'a': 0, 'e': 0}",20,0,-62.177544875664374,"{0: 16, 1: 0, 2: 0, 3: 4, 4: 0}",0
837,True,"{'a': 0, 'e': 0}",35,0,-78.65764859103344,"{0: 30, 1: 0, 2: 0, 3: 5, 4: 0}",0
838,True,"{'a': 0, 'e': 0}",35,0,25.10774347298047,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
839,True,"{'a': 0, 'e': 0}",25,0,-76.58703385244306,"{0: 20, 1: 0, 2: 0, 3: 5, 4: 0}",0
840,True,"{'a': 0, 'e': 0}",20,0,-3.0725897576505634,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
841,True,"{'a': 0, 'e': 0}",20,0,16.843075922322065,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
842,True,"{'a': 0, 'e': 0}",30,0,-35.89303347877228,"{0: 27, 1: 0, 2: 0, 3: 3, 4: 0}",0
843,True,"{'a': 0, 'e': 0}",20,0,23.189470194058963,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
844,True,"{'a': 0, 'e': 0}",30,0,-58.68577470874001,"{0: 26, 1: 0, 2: 0, 3: 4, 4: 0}",0
845,True,"{'a': 0, 'e': 0}",20,0,-17.15633173912997,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
846,True,"{'a': 0, 'e': 0}",20,0,-40.00018487250791,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
847,True,"{'a': 0, 'e': 0}",20,0,-43.4320522905226,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
848,True,"{'a': 0, 'e': 0}",20,0,-18.73913014896825,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
849,True,"{'a': 0, 'e': 0}",35,0,-40.65266815601481,"{0: 32, 1: 0, 2: 0, 3: 3, 4: 0}",0
850,True,"{'a': 0, 'e': 0}",20,0,26.902173865608916,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
851,True,"{'a': 0, 'e': 0}",20,0,-18.52750965560928,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
852,True,"{'a': 0, 'e': 0}",25,0,-30.32930545719715,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
853,True,"{'a': 0, 'e': 0}",20,0,-3.1284597966305197,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
854,True,"{'a': 0, 'e': 0}",25,0,-39.22411199441133,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
855,True,"{'a': 0, 'e': 0}",30,0,-55.25278223354896,"{0: 26, 1: 0, 2: 0, 3: 4, 4: 0}",0
856,True,"{'a': 0, 'e': 0}",20,0,28.15581170092065,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
857,True,"{'a': 0, 'e': 0}",25,0,-18.02562201738769,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
858,True,"{'a': 0, 'e': 0}",35,0,-34.69271139328189,"{0: 32, 1: 0, 2: 0, 3: 3, 4: 0}",0
859,True,"{'a': 0, 'e': 0}",25,0,-13.345884021189342,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
860,True,"{'a': 0, 'e': 0}",20,0,0.7664884011275245,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
861,True,"{'a': 0, 'e': 0}",35,0,-54.29160850292923,"{0: 31, 1: 0, 2: 0, 3: 4, 4: 0}",0
862,True,"{'a': 0, 'e': 0}",30,0,21.103000483621237,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
863,True,"{'a': 0, 'e': 0}",20,0,-20.931989887798867,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
864,True,"{'a': 0, 'e': 0}",25,0,25.245291999020353,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
865,True,"{'a': 0, 'e': 0}",25,0,-3.0603118260841002,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
866,True,"{'a': 0, 'e': 0}",25,0,-6.7667208838996835,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
867,True,"{'a': 0, 'e': 0}",25,0,3.5123853982279947,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
868,True,"{'a': 0, 'e': 0}",30,0,-18.01583277160141,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
869,True,"{'a': 0, 'e': 0}",20,0,-49.12664540482414,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
870,True,"{'a': 0, 'e': 0}",20,0,-18.92123042708547,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
871,True,"{'a': 0, 'e': 0}",25,0,-16.289994526867904,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
872,True,"{'a': 0, 'e': 0}",25,0,4.529329188733774,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
873,True,"{'a': 0, 'e': 0}",20,0,20.85244571983272,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
874,True,"{'a': 0, 'e': 0}",20,0,4.035230945270996,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
875,True,"{'a': 0, 'e': 0}",20,0,19.61924539679636,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
876,True,"{'a': 0, 'e': 0}",35,0,31.496826289420582,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
877,True,"{'a': 0, 'e': 0}",25,0,-33.25243716814316,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
878,True,"{'a': 0, 'e': 0}",20,0,-46.74251118162125,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
879,True,"{'a': 0, 'e': 0}",20,0,-2.6387855161405596,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
880,True,"{'a': 0, 'e': 0}",20,0,-2.612020017520955,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
881,True,"{'a': 0, 'e': 0}",20,0,-64.85380729232179,"{0: 16, 1: 0, 2: 0, 3: 4, 4: 0}",0
882,True,"{'a': 0, 'e': 0}",30,0,-62.367373132301324,"{0: 26, 1: 0, 2: 0, 3: 4, 4: 0}",0
883,True,"{'a': 0, 'e': 0}",30,0,-14.247153447284312,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
884,True,"{'a': 0, 'e': 0}",20,0,20.39789210302525,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
885,True,"{'a': 0, 'e': 0}",35,0,25.971074433806205,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
886,True,"{'a': 0, 'e': 0}",25,0,-58.56490884925228,"{0: 21, 1: 0, 2: 0, 3: 4, 4: 0}",0
887,True,"{'a': 0, 'e': 0}",20,0,-102.53847180280843,"{0: 14, 1: 0, 2: 0, 3: 6, 4: 0}",0
888,True,"{'a': 0, 'e': 0}",25,0,-20.609022385880497,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
889,True,"{'a': 0, 'e': 0}",20,0,-21.916660477246335,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
890,True,"{'a': 0, 'e': 0}",25,0,1.247332950343137,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
891,True,"{'a': 0, 'e': 0}",30,0,-11.422709512681296,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
892,True,"{'a': 0, 'e': 0}",20,0,23.242106434846555,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
893,True,"{'a': 0, 'e': 0}",20,0,-17.91565617175233,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
894,True,"{'a': 0, 'e': 0}",20,0,-1.949681389973506,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
895,True,"{'a': 0, 'e': 0}",30,0,-80.98628958325466,"{0: 25, 1: 0, 2: 0, 3: 5, 4: 0}",0
896,True,"{'a': 0, 'e': 0}",20,0,-66.34270393330432,"{0: 16, 1: 0, 2: 0, 3: 4, 4: 0}",0
897,True,"{'a': 0, 'e': 0}",20,0,-2.2582801298909505,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
898,True,"{'a': 0, 'e': 0}",20,0,-37.93048959003136,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
899,True,"{'a': 0, 'e': 0}",25,0,-14.761220041406105,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
900,True,"{'a': 0, 'e': 0}",30,0,-66.82870140705448,"{0: 26, 1: 0, 2: 0, 3: 4, 4: 0}",0
901,True,"{'a': 0, 'e': 0}",30,0,0.5463078752503231,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
902,True,"{'a': 0, 'e': 0}",20,0,19.379960467101625,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
903,True,"{'a': 0, 'e': 0}",25,0,-54.40014574195978,"{0: 21, 1: 0, 2: 0, 3: 4, 4: 0}",0
904,True,"{'a': 0, 'e': 0}",20,0,-108.54729203151153,"{0: 14, 1: 0, 2: 0, 3: 6, 4: 0}",0
905,True,"{'a': 0, 'e': 0}",20,0,-1.4442905236733086,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
906,True,"{'a': 0, 'e': 0}",30,0,-16.022842614081206,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
907,True,"{'a': 0, 'e': 0}",20,0,-23.67348248254156,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
908,True,"{'a': 0, 'e': 0}",20,0,-46.60744552652005,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
909,True,"{'a': 0, 'e': 0}",25,0,-24.518993074885756,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
910,True,"{'a': 0, 'e': 0}",30,0,5.469556212118634,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
911,True,"{'a': 0, 'e': 0}",25,0,-39.18344232134543,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
912,True,"{'a': 0, 'e': 0}",25,0,23.024125311297723,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
913,True,"{'a': 0, 'e': 0}",35,0,-53.85887439594048,"{0: 31, 1: 0, 2: 0, 3: 4, 4: 0}",0
914,True,"{'a': 0, 'e': 0}",20,0,3.2532749201604627,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
915,True,"{'a': 0, 'e': 0}",20,0,20.47898175220464,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
916,True,"{'a': 0, 'e': 0}",20,0,17.78845464461992,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
917,True,"{'a': 0, 'e': 0}",20,0,-2.178966730734365,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
918,True,"{'a': 0, 'e': 0}",20,0,3.8707046820958837,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
919,True,"{'a': 0, 'e': 0}",25,0,3.451115232660314,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
920,True,"{'a': 0, 'e': 0}",20,0,-4.587350641609822,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
921,True,"{'a': 0, 'e': 0}",20,0,23.717499815123443,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
922,True,"{'a': 0, 'e': 0}",30,0,-35.04246403464708,"{0: 27, 1: 0, 2: 0, 3: 3, 4: 0}",0
923,True,"{'a': 0, 'e': 0}",30,0,-37.83503906975022,"{0: 27, 1: 0, 2: 0, 3: 3, 4: 0}",0
924,True,"{'a': 0, 'e': 0}",20,0,1.7774295193514509,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
925,True,"{'a': 0, 'e': 0}",25,0,-43.85369139062944,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
926,True,"{'a': 0, 'e': 0}",25,0,-25.958787551791016,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
927,True,"{'a': 0, 'e': 0}",25,0,-5.457158702912313,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
928,True,"{'a': 0, 'e': 0}",20,0,-16.51833124135461,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
929,True,"{'a': 0, 'e': 0}",25,0,22.39127575369618,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
930,True,"{'a': 0, 'e': 0}",25,0,-38.52283289752937,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
931,True,"{'a': 0, 'e': 0}",25,0,-37.588582685163665,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
932,True,"{'a': 0, 'e': 0}",30,0,30.8547076000283,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
933,True,"{'a': 0, 'e': 0}",25,0,-35.20945005825812,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
934,True,"{'a': 0, 'e': 0}",25,0,-44.9529987043918,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
935,True,"{'a': 0, 'e': 0}",25,0,-27.171630531018398,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
936,True,"{'a': 0, 'e': 0}",20,0,-19.683891014624486,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
937,True,"{'a': 0, 'e': 0}",25,0,-30.739827416608502,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
938,True,"{'a': 0, 'e': 0}",20,0,24.31609146919063,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
939,True,"{'a': 0, 'e': 0}",20,0,3.780974464991564,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
940,True,"{'a': 0, 'e': 0}",25,0,29.667278775001794,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
941,True,"{'a': 0, 'e': 0}",20,0,2.5389594912752815,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
942,True,"{'a': 0, 'e': 0}",30,0,16.631460070433285,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
943,True,"{'a': 0, 'e': 0}",25,0,-11.163318432580384,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
944,True,"{'a': 0, 'e': 0}",20,0,-25.561895969448763,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
945,True,"{'a': 0, 'e': 0}",25,0,-5.2551431222541405,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
946,True,"{'a': 0, 'e': 0}",25,0,27.387178136802433,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
947,True,"{'a': 0, 'e': 0}",25,0,-33.926056831043496,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
948,True,"{'a': 0, 'e': 0}",20,0,25.466672985091993,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
949,True,"{'a': 0, 'e': 0}",25,0,7.300507314710854,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
950,True,"{'a': 0, 'e': 0}",20,0,-25.361913846088054,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
951,True,"{'a': 0, 'e': 0}",25,0,-10.445974926167889,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
952,True,"{'a': 0, 'e': 0}",30,0,-53.22026673979321,"{0: 26, 1: 0, 2: 0, 3: 4, 4: 0}",0
953,True,"{'a': 0, 'e': 0}",25,0,-46.83546502520579,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
954,True,"{'a': 0, 'e': 0}",25,0,-17.15392721787347,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
955,True,"{'a': 0, 'e': 0}",35,0,2.8563447828970823,"{0: 34, 1: 0, 2: 0, 3: 1, 4: 0}",0
956,True,"{'a': 0, 'e': 0}",20,0,-6.881632366053326,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
957,True,"{'a': 0, 'e': 0}",25,0,-14.078457328889453,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
958,True,"{'a': 0, 'e': 0}",20,0,-48.83911508654935,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
959,True,"{'a': 0, 'e': 0}",25,0,-10.817961105045665,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
960,True,"{'a': 0, 'e': 0}",20,0,-45.473627105280265,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
961,True,"{'a': 0, 'e': 0}",20,0,18.036679690156298,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
962,True,"{'a': 0, 'e': 0}",25,0,-5.275313683556014,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
963,True,"{'a': 0, 'e': 0}",20,0,-12.033666069492513,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
964,True,"{'a': 0, 'e': 0}",20,0,-14.188080953422986,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
965,True,"{'a': 0, 'e': 0}",20,0,-9.887464919270483,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
966,True,"{'a': 0, 'e': 0}",30,0,-26.332632906582724,"{0: 27, 1: 0, 2: 0, 3: 3, 4: 0}",0
967,True,"{'a': 0, 'e': 0}",25,0,-23.802606539415756,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
968,True,"{'a': 0, 'e': 0}",30,0,-20.258011559297962,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
969,True,"{'a': 0, 'e': 0}",20,0,26.016011988089645,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
970,True,"{'a': 0, 'e': 0}",30,0,-38.396473281660086,"{0: 27, 1: 0, 2: 0, 3: 3, 4: 0}",0
971,True,"{'a': 0, 'e': 0}",20,0,-21.514155592076364,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
972,True,"{'a': 0, 'e': 0}",20,0,-92.63111518823588,"{0: 15, 1: 0, 2: 0, 3: 5, 4: 0}",0
973,True,"{'a': 0, 'e': 0}",25,0,4.540903292486531,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
974,True,"{'a': 0, 'e': 0}",25,0,-4.897213277858813,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
975,True,"{'a': 0, 'e': 0}",25,0,24.572185894612623,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
976,True,"{'a': 0, 'e': 0}",20,0,1.1374365556437556,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
977,True,"{'a': 0, 'e': 0}",25,0,7.872121985470107,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
978,True,"{'a': 0, 'e': 0}",30,0,10.204012848328954,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
979,True,"{'a': 0, 'e': 0}",20,0,-71.02645556543027,"{0: 16, 1: 0, 2: 0, 3: 4, 4: 0}",0
980,True,"{'a': 0, 'e': 0}",20,0,18.64708425931587,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
981,True,"{'a': 0, 'e': 0}",25,0,-24.299610114010832,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
982,True,"{'a': 0, 'e': 0}",20,0,-16.792904597512074,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
983,True,"{'a': 0, 'e': 0}",25,0,-17.43167971387834,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
984,True,"{'a': 0, 'e': 0}",25,0,21.991670228970534,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
985,True,"{'a': 0, 'e': 0}",25,0,-16.915112997465407,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
986,True,"{'a': 0, 'e': 0}",25,0,-17.559290217309645,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
987,True,"{'a': 0, 'e': 0}",35,0,-35.82263997543717,"{0: 32, 1: 0, 2: 0, 3: 3, 4: 0}",0
988,True,"{'a': 0, 'e': 0}",25,0,-2.1106328376024006,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
989,True,"{'a': 0, 'e': 0}",20,0,-21.29446738107867,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
990,True,"{'a': 0, 'e': 0}",25,0,-30.098371408801363,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
991,True,"{'a': 0, 'e': 0}",20,0,-26.69989986499808,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
992,True,"{'a': 0, 'e': 0}",30,0,-38.84022557289473,"{0: 27, 1: 0, 2: 0, 3: 3, 4: 0}",0
993,True,"{'a': 0, 'e': 0}",35,0,-53.058398619823635,"{0: 31, 1: 0, 2: 0, 3: 4, 4: 0}",0
994,True,"{'a': 0, 'e': 0}",30,0,-18.421679897586326,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
995,True,"{'a': 0, 'e': 0}",20,0,4.51708067274065,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
996,True,"{'a': 0, 'e': 0}",20,0,31.08246297740972,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
997,True,"{'a': 0, 'e': 0}",20,0,18.97622967310467,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
998,True,"{'a': 0, 'e': 0}",30,0,-64.26778516615272,"{0: 26, 1: 0, 2: 0, 3: 4, 4: 0}",0
999,True,"{'a': 0, 'e': 0}",25,0,18.08763824206664,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1000,True,"{'a': 0, 'e': 0}",25,0,-40.03294573349851,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
