trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
299,True,"{'a': 0, 'e': 0}",25,0,1.737368206061524,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
300,True,"{'a': 0, 'e': 0}",30,0,11.957161107724469,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
301,True,"{'a': 0, 'e': 0}",25,0,12.516118635446517,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
302,True,"{'a': 0, 'e': 0}",20,0,-20.13885475754895,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
303,True,"{'a': 0, 'e': 0}",25,0,-5.526625185875435,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
304,True,"{'a': 0, 'e': 0}",20,0,-7.18119697860443,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
305,True,"{'a': 0, 'e': 0}",20,0,-1.9523247095902292,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
306,True,"{'a': 0, 'e': 0}",20,0,10.948864628620743,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
307,True,"{'a': 0, 'e': 0}",30,0,6.3009655156519475,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
308,True,"{'a': 0, 'e': 0}",20,0,25.70711335213661,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
309,True,"{'a': 0, 'e': 0}",20,0,1.6722019634009944,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
310,True,"{'a': 0, 'e': 0}",35,0,-76.34168221692703,"{0: 30, 1: 0, 2: 0, 3: 5, 4: 0}",0
311,True,"{'a': 0, 'e': 0}",20,0,-26.987073370415395,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
312,True,"{'a': 0, 'e': 0}",30,0,-49.52087481443968,"{0: 26, 1: 0, 2: 0, 3: 4, 4: 0}",0
313,True,"{'a': 0, 'e': 0}",20,0,14.30122079330396,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
314,True,"{'a': 0, 'e': 0}",25,0,-0.24439311442752287,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
315,True,"{'a': 0, 'e': 0}",20,0,-6.620026425454501,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
316,True,"{'a': 0, 'e': 0}",25,0,-17.623385171965047,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
317,True,"{'a': 0, 'e': 0}",30,0,-43.837294949501825,"{0: 27, 1: 0, 2: 0, 3: 3, 4: 0}",0
318,True,"{'a': 0, 'e': 0}",20,0,-63.070999021932266,"{0: 16, 1: 0, 2: 0, 3: 4, 4: 0}",0
319,True,"{'a': 0, 'e': 0}",20,0,-2.126170078185889,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
320,True,"{'a': 0, 'e': 0}",25,0,28.114953169569347,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
321,True,"{'a': 0, 'e': 0}",30,0,5.19458936728984,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
322,True,"{'a': 0, 'e': 0}",20,0,-3.3869651966827856,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
323,True,"{'a': 0, 'e': 0}",25,0,1.1623759125502084,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
324,True,"{'a': 0, 'e': 0}",25,0,-26.38451215859197,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
325,True,"{'a': 0, 'e': 0}",20,0,-21.927010575677006,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
326,True,"{'a': 0, 'e': 0}",25,0,-13.31220519730893,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
327,True,"{'a': 0, 'e': 0}",20,0,-127.82949523806606,"{0: 13, 1: 0, 2: 0, 3: 7, 4: 0}",0
328,True,"{'a': 0, 'e': 0}",20,0,-1.014528949823847,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
329,True,"{'a': 0, 'e': 0}",20,0,2.7522687810716477,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
330,True,"{'a': 0, 'e': 0}",25,0,-56.63826484025959,"{0: 21, 1: 0, 2: 0, 3: 4, 4: 0}",0
331,True,"{'a': 0, 'e': 0}",20,0,-21.14702671544281,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
332,True,"{'a': 0, 'e': 0}",25,0,-26.560532980251644,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
333,True,"{'a': 0, 'e': 0}",25,0,4.178432090330679,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
334,True,"{'a': 0, 'e': 0}",20,0,-3.85997993907909,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
335,True,"{'a': 0, 'e': 0}",20,0,-61.49058997523304,"{0: 16, 1: 0, 2: 0, 3: 4, 4: 0}",0
336,True,"{'a': 0, 'e': 0}",20,0,-25.1202410474575,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
337,True,"{'a': 0, 'e': 0}",30,0,-30.588884706868576,"{0: 27, 1: 0, 2: 0, 3: 3, 4: 0}",0
338,True,"{'a': 0, 'e': 0}",30,0,-58.37223927092018,"{0: 26, 1: 0, 2: 0, 3: 4, 4: 0}",0
339,True,"{'a': 0, 'e': 0}",25,0,27.459398022335332,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
340,True,"{'a': 0, 'e': 0}",20,0,-49.89439239567904,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
341,True,"{'a': 0, 'e': 0}",20,0,-32.68313938289335,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
342,True,"{'a': 0, 'e': 0}",20,0,-0.4896285066111815,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
343,True,"{'a': 0, 'e': 0}",20,0,-22.13831299085169,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
344,True,"{'a': 0, 'e': 0}",25,0,-29.88852110631948,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
345,True,"{'a': 0, 'e': 0}",20,0,-0.25489359776576304,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
346,True,"{'a': 0, 'e': 0}",20,0,25.317418343369134,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
347,True,"{'a': 0, 'e': 0}",20,0,-21.193153446741224,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
348,True,"{'a': 0, 'e': 0}",25,0,-24.850471644090735,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
349,True,"{'a': 0, 'e': 0}",20,0,-30.213138150468684,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
350,True,"{'a': 0, 'e': 0}",20,0,-6.928225307099853,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
351,True,"{'a': 0, 'e': 0}",20,0,-20.385473244315342,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
352,True,"{'a': 0, 'e': 0}",20,0,-11.260458126365673,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
353,True,"{'a': 0, 'e': 0}",25,0,0.34090656628652427,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
354,True,"{'a': 0, 'e': 0}",35,0,19.19155817140125,"{0: 34, 1: 0, 2: 0, 3: 1, 4: 0}",0
355,True,"{'a': 0, 'e': 0}",35,0,15.538412899737889,"{0: 34, 1: 0, 2: 0, 3: 1, 4: 0}",0
356,True,"{'a': 0, 'e': 0}",20,0,2.3740178440332143,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
357,True,"{'a': 0, 'e': 0}",25,0,1.5818070689896087,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
358,True,"{'a': 0, 'e': 0}",20,0,22.622431593095428,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
359,True,"{'a': 0, 'e': 0}",30,0,-3.859722001655843,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
360,True,"{'a': 0, 'e': 0}",25,0,-44.23636333277414,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
361,True,"{'a': 0, 'e': 0}",30,0,11.669428501945463,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
362,True,"{'a': 0, 'e': 0}",20,0,-20.441911888708262,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
363,True,"{'a': 0, 'e': 0}",25,0,-60.823524201232395,"{0: 21, 1: 0, 2: 0, 3: 4, 4: 0}",0
364,True,"{'a': 0, 'e': 0}",25,0,-19.77327597906819,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
365,True,"{'a': 0, 'e': 0}",20,0,-14.564362024731368,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
366,True,"{'a': 0, 'e': 0}",20,0,26.510002882939958,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
367,True,"{'a': 0, 'e': 0}",20,0,-37.33739250923197,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
368,True,"{'a': 0, 'e': 0}",25,0,-19.72834425604065,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
369,True,"{'a': 0, 'e': 0}",20,0,-21.18579974997931,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
370,True,"{'a': 0, 'e': 0}",25,0,-39.070801964137694,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
371,True,"{'a': 0, 'e': 0}",25,0,3.795550314009483,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
372,True,"{'a': 0, 'e': 0}",20,0,-3.9334851672480853,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
373,True,"{'a': 0, 'e': 0}",30,0,-98.14631897611024,"{0: 24, 1: 0, 2: 0, 3: 6, 4: 0}",0
374,True,"{'a': 0, 'e': 0}",20,0,-18.88609900259618,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
375,True,"{'a': 0, 'e': 0}",20,0,-38.78257191914413,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
376,True,"{'a': 0, 'e': 0}",30,0,-30.478604591783462,"{0: 27, 1: 0, 2: 0, 3: 3, 4: 0}",0
377,True,"{'a': 0, 'e': 0}",20,0,16.189366795388402,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
378,True,"{'a': 0, 'e': 0}",20,0,17.607256013997834,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
379,True,"{'a': 0, 'e': 0}",30,0,-18.101628434142835,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
380,True,"{'a': 0, 'e': 0}",20,0,25.340299758621075,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
381,True,"{'a': 0, 'e': 0}",20,0,20.581173873788984,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
382,True,"{'a': 0, 'e': 0}",25,0,5.498028143154206,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
383,True,"{'a': 0, 'e': 0}",25,0,-15.529391548742703,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
384,True,"{'a': 0, 'e': 0}",20,0,-47.78774827841697,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
385,True,"{'a': 0, 'e': 0}",20,0,-25.339897561237247,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
386,True,"{'a': 0, 'e': 0}",30,0,-15.032497173099937,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
387,True,"{'a': 0, 'e': 0}",30,0,-100.11149886120441,"{0: 24, 1: 0, 2: 0, 3: 6, 4: 0}",0
388,True,"{'a': 0, 'e': 0}",20,0,-1.248172755125983,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
389,True,"{'a': 0, 'e': 0}",20,0,-6.586850972605159,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
390,True,"{'a': 0, 'e': 0}",30,0,-34.03259141809574,"{0: 27, 1: 0, 2: 0, 3: 3, 4: 0}",0
391,True,"{'a': 0, 'e': 0}",30,0,-59.76837393439309,"{0: 26, 1: 0, 2: 0, 3: 4, 4: 0}",0
392,True,"{'a': 0, 'e': 0}",20,0,-23.108201208862425,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
393,True,"{'a': 0, 'e': 0}",20,0,-0.09012765233731013,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
394,True,"{'a': 0, 'e': 0}",20,0,26.47852110312108,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
395,True,"{'a': 0, 'e': 0}",25,0,-18.645624919727716,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
396,True,"{'a': 0, 'e': 0}",20,0,4.7403163037706175,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
397,True,"{'a': 0, 'e': 0}",25,0,1.167305478006911,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
398,True,"{'a': 0, 'e': 0}",20,0,15.859621923185035,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
399,True,"{'a': 0, 'e': 0}",25,0,-3.4353599792568046,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
400,True,"{'a': 0, 'e': 0}",30,0,31.982426411593856,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
401,True,"{'a': 0, 'e': 0}",20,0,-6.949421446540991,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
402,True,"{'a': 0, 'e': 0}",30,0,-1.1629033599553222,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
403,True,"{'a': 0, 'e': 0}",30,0,-31.341993343151813,"{0: 27, 1: 0, 2: 0, 3: 3, 4: 0}",0
404,True,"{'a': 0, 'e': 0}",20,0,13.853196742172369,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
405,True,"{'a': 0, 'e': 0}",25,0,7.711917658947675,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
406,True,"{'a': 0, 'e': 0}",20,0,-1.885134396214352,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
407,True,"{'a': 0, 'e': 0}",30,0,12.795588362183398,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
408,True,"{'a': 0, 'e': 0}",25,0,-45.15370097733254,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
409,True,"{'a': 0, 'e': 0}",20,0,-38.29956725866313,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
410,True,"{'a': 0, 'e': 0}",30,0,35.10101496610294,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
411,True,"{'a': 0, 'e': 0}",30,0,-48.40786580533707,"{0: 26, 1: 0, 2: 0, 3: 4, 4: 0}",0
412,True,"{'a': 0, 'e': 0}",20,0,3.5855252684570957,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
413,True,"{'a': 0, 'e': 0}",30,0,7.245714838790465,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
414,True,"{'a': 0, 'e': 0}",20,0,-18.84913061907496,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
415,True,"{'a': 0, 'e': 0}",20,0,-22.645516950122683,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
416,True,"{'a': 0, 'e': 0}",20,0,-46.64096925242938,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
417,True,"{'a': 0, 'e': 0}",20,0,-29.344079079627374,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
418,True,"{'a': 0, 'e': 0}",20,0,0.538033084949688,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
419,True,"{'a': 0, 'e': 0}",25,0,7.031223545494112,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
420,True,"{'a': 0, 'e': 0}",20,0,-82.8912956425384,"{0: 15, 1: 0, 2: 0, 3: 5, 4: 0}",0
421,True,"{'a': 0, 'e': 0}",30,0,-61.78722043023389,"{0: 26, 1: 0, 2: 0, 3: 4, 4: 0}",0
422,True,"{'a': 0, 'e': 0}",20,0,4.936447739461334,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
423,True,"{'a': 0, 'e': 0}",20,0,-16.674693687416248,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
424,True,"{'a': 0, 'e': 0}",20,0,1.2984600430299174,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
425,True,"{'a': 0, 'e': 0}",20,0,-3.3443261137991627,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
426,True,"{'a': 0, 'e': 0}",25,0,-18.607796445820984,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
427,True,"{'a': 0, 'e': 0}",30,0,-14.94152756132458,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
428,True,"{'a': 0, 'e': 0}",25,0,-12.463709859281716,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
429,True,"{'a': 0, 'e': 0}",30,0,-44.93719366418025,"{0: 27, 1: 0, 2: 0, 3: 3, 4: 0}",0
430,True,"{'a': 0, 'e': 0}",25,0,-4.981426217079169,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
431,True,"{'a': 0, 'e': 0}",25,0,-38.888887894221,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
432,True,"{'a': 0, 'e': 0}",20,0,-40.03159928160473,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
433,True,"{'a': 0, 'e': 0}",20,0,-36.723155961775554,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
434,True,"{'a': 0, 'e': 0}",20,0,-18.694872145223098,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
435,True,"{'a': 0, 'e': 0}",20,0,-25.650738164008935,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
436,True,"{'a': 0, 'e': 0}",35,0,-117.97315829072997,"{0: 28, 1: 0, 2: 0, 3: 7, 4: 0}",0
437,True,"{'a': 0, 'e': 0}",20,0,20.78917210134709,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
438,True,"{'a': 0, 'e': 0}",20,0,20.888873736623314,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
439,True,"{'a': 0, 'e': 0}",20,0,20.07321727929998,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
440,True,"{'a': 0, 'e': 0}",30,0,3.9400589717800774,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
441,True,"{'a': 0, 'e': 0}",30,0,-16.525929704145458,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
442,True,"{'a': 0, 'e': 0}",20,0,-2.786454971179644,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
443,True,"{'a': 0, 'e': 0}",30,0,-75.29694783058811,"{0: 25, 1: 0, 2: 0, 3: 5, 4: 0}",0
444,True,"{'a': 0, 'e': 0}",25,0,-38.721647718126015,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
445,True,"{'a': 0, 'e': 0}",25,0,-36.829753046411575,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
446,True,"{'a': 0, 'e': 0}",20,0,14.633795072097769,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
447,True,"{'a': 0, 'e': 0}",25,0,-21.297543500161908,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
448,True,"{'a': 0, 'e': 0}",20,0,24.75951082962869,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
449,True,"{'a': 0, 'e': 0}",20,0,24.725633431255517,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
450,True,"{'a': 0, 'e': 0}",20,0,16.763281997949242,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
451,True,"{'a': 0, 'e': 0}",20,0,1.5104658904774633,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
452,True,"{'a': 0, 'e': 0}",30,0,4.84161109879686,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
453,True,"{'a': 0, 'e': 0}",20,0,6.429950172892707,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
454,True,"{'a': 0, 'e': 0}",20,0,-44.47266607139649,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
455,True,"{'a': 0, 'e': 0}",30,0,-72.88668102451612,"{0: 25, 1: 0, 2: 0, 3: 5, 4: 0}",0
456,True,"{'a': 0, 'e': 0}",25,0,-10.565567628349532,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
457,True,"{'a': 0, 'e': 0}",20,0,31.593418935450433,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
458,True,"{'a': 0, 'e': 0}",30,0,1.8313588262029945,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
459,True,"{'a': 0, 'e': 0}",30,0,-81.0685942249255,"{0: 25, 1: 0, 2: 0, 3: 5, 4: 0}",0
460,True,"{'a': 0, 'e': 0}",25,0,-26.403757476098388,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
461,True,"{'a': 0, 'e': 0}",20,0,-5.931635181014271,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
462,True,"{'a': 0, 'e': 0}",20,0,23.458317454521858,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
463,True,"{'a': 0, 'e': 0}",20,0,-44.28180848892589,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
464,True,"{'a': 0, 'e': 0}",20,0,-2.887330880650632,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
465,True,"{'a': 0, 'e': 0}",20,0,-1.5616312983474656,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
466,True,"{'a': 0, 'e': 0}",20,0,-27.229074184279014,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
467,True,"{'a': 0, 'e': 0}",25,0,-4.106197661931999,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
468,True,"{'a': 0, 'e': 0}",20,0,20.814172426857695,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
469,True,"{'a': 0, 'e': 0}",20,0,-25.75548610456719,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
470,True,"{'a': 0, 'e': 0}",20,0,-16.48747402979376,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
471,True,"{'a': 0, 'e': 0}",25,0,-0.5729990633644642,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
472,True,"{'a': 0, 'e': 0}",20,0,-23.548642070287915,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
473,True,"{'a': 0, 'e': 0}",20,0,4.644934585755001,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
474,True,"{'a': 0, 'e': 0}",20,0,-24.10199454682568,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
475,True,"{'a': 0, 'e': 0}",20,0,-61.504861732570106,"{0: 16, 1: 0, 2: 0, 3: 4, 4: 0}",0
476,True,"{'a': 0, 'e': 0}",35,0,-26.781043622648774,"{0: 32, 1: 0, 2: 0, 3: 3, 4: 0}",0
477,True,"{'a': 0, 'e': 0}",30,0,-32.57038050274644,"{0: 27, 1: 0, 2: 0, 3: 3, 4: 0}",0
478,True,"{'a': 0, 'e': 0}",35,0,13.792100279380941,"{0: 34, 1: 0, 2: 0, 3: 1, 4: 0}",0
479,True,"{'a': 0, 'e': 0}",25,0,-83.05817914549256,"{0: 20, 1: 0, 2: 0, 3: 5, 4: 0}",0
480,True,"{'a': 0, 'e': 0}",25,0,26.716703117820938,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
481,True,"{'a': 0, 'e': 0}",20,0,-0.07901345452558683,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
482,True,"{'a': 0, 'e': 0}",20,0,25.59601319842356,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
483,True,"{'a': 0, 'e': 0}",20,0,3.6497429618399555,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
484,True,"{'a': 0, 'e': 0}",25,0,-14.98235166522282,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
485,True,"{'a': 0, 'e': 0}",25,0,-8.561802626251877,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
486,True,"{'a': 0, 'e': 0}",20,0,-47.09939070783633,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
487,True,"{'a': 0, 'e': 0}",25,0,-1.2245392245996598,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
488,True,"{'a': 0, 'e': 0}",20,0,-0.9656317987025643,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
489,True,"{'a': 0, 'e': 0}",20,0,-3.9548755785822522,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
490,True,"{'a': 0, 'e': 0}",20,0,-36.63185157979952,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
491,True,"{'a': 0, 'e': 0}",30,0,-15.43458283322045,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
492,True,"{'a': 0, 'e': 0}",20,0,-18.86155985880496,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
493,True,"{'a': 0, 'e': 0}",25,0,31.824327921150523,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
494,True,"{'a': 0, 'e': 0}",20,0,10.369770700341881,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
495,True,"{'a': 0, 'e': 0}",25,0,-16.3136638396796,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
496,True,"{'a': 0, 'e': 0}",20,0,-3.586487668105491,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
497,True,"{'a': 0, 'e': 0}",25,0,-24.691053049055636,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
498,True,"{'a': 0, 'e': 0}",25,0,-42.87417194473298,"{0: 22, 1: 0, 2: 0, 3: 3, 4: 0}",0
499,True,"{'a': 0, 'e': 0}",30,0,25.73906915538148,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
500,True,"{'a': 0, 'e': 0}",20,0,-3.5208678320374194,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
501,True,"{'a': 0, 'e': 0}",20,0,6.530801490124561,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
502,True,"{'a': 0, 'e': 0}",20,0,1.9843582148026462,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
503,True,"{'a': 0, 'e': 0}",25,0,-22.593962211770034,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
504,True,"{'a': 0, 'e': 0}",25,0,-18.162458818583495,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
505,True,"{'a': 0, 'e': 0}",20,0,-15.891855812843863,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
506,True,"{'a': 0, 'e': 0}",30,0,-31.208928979741515,"{0: 27, 1: 0, 2: 0, 3: 3, 4: 0}",0
507,True,"{'a': 0, 'e': 0}",25,0,-19.520194341148215,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
